"","sample","time","OTU54","OTU295","OTU865","OTU42","OTU31","OTU317","OTU24","OTU190","OTU1094","OTU18","OTU357","OTU57","OTU790","OTU979","OTU30","OTU138","OTU850","OTU72","OTU435","OTU211","OTU738","OTU142","OTU256","OTU458","OTU236","OTU315","OTU354","OTU736","OTU1073","OTU128","OTU1242","OTU53","OTU322","OTU785","OTU302","OTU25","OTU721","OTU129","OTU374","OTU914","OTU861","OTU516","OTU281","OTU1243","OTU508","OTU1002","OTU1026","OTU703","OTU527","OTU1111","OTU1075","OTU690","OTU807","OTU64","OTU1117","OTU744","OTU46","OTU32","OTU655","OTU537","OTU159","OTU729","OTU149","OTU384","OTU382","OTU875","OTU38","OTU1028","OTU777","OTU59","OTU695","OTU309","OTU766","OTU521","OTU398","OTU488","OTU373","OTU932","OTU245","OTU418","OTU1","OTU234","OTU745","OTU708","OTU871","OTU395","OTU730","OTU1088","OTU68","OTU85","OTU764","OTU381","OTU80","OTU76","OTU830","OTU1101","OTU33","OTU523","OTU1015","OTU48","OTU1225","OTU706","OTU825","OTU184","OTU50","OTU19","OTU1041","OTU827","OTU751","OTU420","OTU495","OTU525","OTU772","OTU771","OTU487","OTU1014","OTU204","OTU449","OTU446","OTU630","OTU1235","OTU718","OTU1069","OTU870","OTU288","OTU444","OTU84","OTU821","OTU396","OTU75","OTU329","OTU346","OTU978","OTU714","OTU590","OTU108","OTU868","OTU45","OTU325","OTU415","OTU1234","OTU765","OTU720","OTU945","OTU51","OTU1105","OTU734","OTU270","OTU136","OTU705","OTU36","OTU463","OTU750","OTU728","OTU379","OTU731","OTU833","OTU78","OTU228","OTU616","OTU404","OTU803","OTU801","OTU112","OTU246","OTU47","OTU401","OTU724","OTU878","OTU1184","OTU691","OTU1110","OTU836","OTU1078","OTU529","OTU343","OTU1113","OTU798","OTU1232","OTU260","OTU65","OTU41","OTU710","OTU1074","OTU146","OTU21","OTU333","OTU685","OTU4","OTU709","OTU352","OTU873","OTU908","OTU788","OTU297","OTU1077","OTU815","OTU532","OTU6","OTU450","OTU524","OTU125","OTU1021","OTU63","OTU1229","OTU390","OTU610","OTU1100","OTU67","OTU319","OTU274","OTU802","OTU752","OTU837","OTU225","OTU505","OTU436","OTU437","OTU864","OTU717","OTU862","OTU533","OTU389","OTU689","OTU789","OTU156","OTU832","OTU753","OTU209","OTU740","OTU711","OTU79","OTU1239","OTU202","OTU383","OTU743","OTU86","OTU704","OTU732","OTU1237","OTU956","OTU5","OTU1139","OTU692","OTU1135","OTU723","OTU151","OTU522","OTU768","OTU770","OTU1192","OTU338","OTU1207","OTU3","OTU867","OTU885","OTU819","OTU55","OTU122","OTU447","OTU716","OTU1233","OTU698","OTU34","OTU1082","OTU534","OTU769","OTU387","OTU89","OTU889","OTU767","OTU905","OTU263","OTU261","OTU1018","OTU426","OTU29","OTU786","OTU82","OTU386","OTU376","OTU943","OTU179","OTU7","OTU312","OTU481","OTU737","OTU20","OTU320","OTU774","OTU626","OTU434","OTU605","OTU456","OTU863","OTU893","OTU70","OTU1236","OTU1090","OTU952","OTU69","OTU37","OTU999","OTU872","OTU810","OTU496","OTU1104","OTU707","OTU1001","OTU1031","OTU795","OTU466","OTU866","OTU427","OTU279","OTU469","OTU792","OTU49","OTU712","OTU1093","OTU460","OTU272","OTU874","OTU375","OTU345","OTU869","OTU797","OTU509"
"85","B1603","control13-early post partum",0,0,0,0,0,3,0,0,0,0,0,2,0,0,509,0,0,0,34,0,1,0,0,1,0,2,1,2,0,11,0,0,4,0,0,49,0,0,0,0,21607,5,0,5,0,1,28,0,0,4,0,0,0,0,0,0,19,0,0,0,0,14,1,3,0,0,0,12,3,0,1,1,0,0,1,13,0,5,0,11,0,43,1,0,0,0,3,3,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,5,0,0,54,1,0,17,9,0,1,1,88,2,5,4415,3,0,0,0,0,1,0,34,0,3,0,0,114,1,0,0,0,0,4,2,3,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,155,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6,1,0,0,0,1,0,0,0,0,1,15,0,4,50,8,18,0,0,5,6,0,0,49,0,0,1,0,0,0,0,0,0,0,5,39,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,19,2,0,7,0,0,1,0,28,0,0,1,0,8,28,0,3,0,3,0,0,77,0,6,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,10,47,0,17,11,0,0,16,0,11,14,0,7,4,34,1,0,0,0,44,0,0,0,0,0,1,12
"86","B1604","control13-early pre-onset",0,2,10,0,4,10,0,0,0,0,0,1,0,0,1268,0,0,0,2,4,2,2,1,0,0,1,0,3,0,17,0,0,3,1,1,7149,0,0,0,0,4465,3,2,3,2,0,59,0,1,32,0,0,0,0,0,0,47,0,0,0,0,53,2,10,0,2,0,25,1,1,0,0,0,3,1,0,0,11,0,4,0,207,0,0,0,1,17,3,0,9,0,2,1,0,1,1,0,0,0,7,0,0,0,0,1,0,22,0,0,4,0,10,0,3,26,5,0,5,1,0,2,4,242,13,5,808,5,1,1,0,3,0,1,625,2,14,0,0,373,2,0,0,0,0,1,9349,2,1,0,0,0,3,7,6,0,0,1,2,3,0,0,2,0,2,0,1,21,5,0,3,0,3,0,1,1,0,2,0,1,0,0,0,9,0,2,292,3,7,0,0,0,0,0,0,0,0,1,0,0,4,0,36,6,1,1,1,1,1,0,1,2,5,27,0,6,4,59,3,0,0,82,16,0,0,273,0,1,0,0,0,0,0,0,0,1,21,120,0,0,0,0,1,0,111,0,0,0,0,0,0,0,2,0,0,5,48,22,4,65,0,0,0,1,81,0,0,1,0,29,92,0,13,0,22,0,4,877,0,8,7,0,4,0,0,0,60,1,1,0,3,0,94,0,1,0,1,0,9,2,0,0,22,137,2,39,2,1,0,63,1,29,1,0,52,5,8,2,0,0,2,10,0,6,0,0,1,0,4
"87","B1607","control13-early pre-onset",0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,6,1,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,24918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","B1615","control13-late pre-onset",0,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,5,0,3326,0,0,0,0,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,818,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,7,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1175,0,0,6,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,2098,0,24,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,22,0,474,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,852,0,2,1,2,0,0,0,0,0,18221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0
"89","B1621","control13-early disease",0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,54,1234,0,0,0,0,0,0,0,4,0,0,0,0,1,0,16,1,18,0,0,0,0,0,0,8,0,10007,0,0,0,0,0,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,13,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,16,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1136,0,78,34,0,0,0,0,0,86,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,57,0,797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1855,0,0,0,46,0,0,0,0,0,9728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"90","B1801","LOS2-early post partum",0,0,3,0,4,73,0,1,1,1,0,34,0,9,4615,2,1,0,0,15,0,31,6,0,0,6,0,371,7,137,0,0,15,0,0,16,0,0,0,1,72,0,1,0,0,5,316,0,8,37,0,0,0,0,0,2,317,0,2,0,1,222,13,2,0,0,8,28,8,2,4,0,0,7,2,0,0,32,2,0,0,936,7,0,3,8,304,19,0,74,0,2,0,0,2,5,0,0,0,1,0,0,1,1,0,1,41,1,2,0,0,14,1,1,0,0,0,0,0,0,9,4,965,46,34,7,25,3,0,0,4,0,2,2745,4,2,10,1,1372,0,2,0,15,0,8,33,191,0,0,0,0,0,18,407,0,371,7,15,15,6,0,6,1,9,3,3,3644,13,9,3,0,2,0,5,1,1,40,0,4,0,0,1,0,0,0,5,6,0,0,0,0,0,0,0,4,0,0,5,0,21,8,78,24,9,0,1,0,4,0,14,29,43,706,0,46,0,0,0,0,0,73,32,0,0,235,0,0,2,1,0,0,0,0,17,1,712,453,3,4,0,7,1,0,668,3,0,0,0,0,0,0,0,0,0,23,260,0,2,358,0,1,0,2,323,0,0,44,0,3414,428,0,17,4,43,5,0,461,0,19,11,1,0,0,0,1,0,10,2,0,28,0,0,0,0,0,4,0,24,2,1,0,43,569,7,179,0,0,2,236,1,131,0,0,164,2,0,8,0,0,15,0,0,0,0,0,0,4,0
"91","B1804","LOS2-early pre-onset",0,0,7,0,1,71,0,0,5,0,2,48,0,12,5726,3,0,0,0,15,3,29,5,0,0,0,4,309,3,168,0,3,23,0,0,2,1,1,0,0,56,0,4,3,0,5,351,0,0,26,0,0,0,0,0,0,350,0,0,0,2,244,5,5,0,1,1,36,14,2,10,1,0,5,6,0,0,34,1,0,0,389,8,0,2,11,373,18,0,33,0,2,0,0,4,5,1,0,0,10,0,0,2,3,1,0,46,1,0,0,4,18,0,5,1,3,1,0,0,0,10,20,1269,66,28,7,37,21,2,0,9,1,0,308,4,34,4,1,1751,0,13,0,11,0,6,24,203,0,0,0,0,0,7,411,0,305,7,8,8,9,6,11,1,3,1,9,3872,151,15,1,0,2,6,3,1,0,42,1,0,1,0,0,0,0,14,1,13,0,0,0,4,0,1,0,0,0,1,1,0,23,5,129,22,1,0,2,1,2,0,18,26,25,727,3,23,0,0,0,0,9,75,43,0,0,401,0,0,4,1,3,0,0,2,11,0,860,507,3,11,1,11,2,0,22,1,0,9,0,0,10,0,7,0,0,44,278,0,1,136,2,1,0,17,317,0,0,65,2,3790,460,4,14,5,53,4,0,500,0,25,21,1,0,0,0,1,0,9,2,19,267,1,0,0,2,0,5,0,2,1,6,0,68,680,2,160,0,0,2,329,1,188,0,0,171,10,0,19,0,0,9,0,0,2,0,4,1,4,0
"92","B1807","LOS2-late pre-onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","B1810","LOS2-early disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2617,1,0,0,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25148,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"94","B1811","LOS2-early disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2749,0,1,2,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"95","B1813","LOS2-early disease",0,0,0,0,0,1,0,2,0,0,0,2,0,0,318,0,0,0,0,0,0,2,0,0,0,0,0,19,0,6,0,0,1,0,0,222,0,1,0,0,0,0,0,7,0,0,15,0,0,7,0,0,0,6,0,0,10,0,0,0,0,21,0,0,0,2,0,4,1,0,0,0,2,0,1,0,0,10,0,0,0,66,0,0,0,2,21,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,29,103,2,3,0,8,0,16,0,1,0,0,19,0,2,0,0,102,0,1,0,0,0,6,6,21,0,0,0,0,0,1,27,0,24,1,0,0,0,0,1,0,0,0,0,235,3,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,1,0,0,0,1,42,0,1,0,0,0,0,0,2679,4,1,1,179,0,0,0,0,2,0,0,0,5,0,51,27,0,1,0,5,0,0,2,0,0,0,0,1,0,1,3,0,0,0,15,0,0,31,0,4,0,0,14,0,0,29,0,248,20,0,7,1,3,0,0,23100,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,2,0,0,0,2,47,0,6,0,0,5,18,0,4,0,0,11,1,0,1,0,0,1,0,0,0,0,4,2,0,0
"96","B1817","LOS2-middle disease",0,0,0,0,0,2,0,0,0,0,0,1,0,0,60,0,0,0,0,0,1684,0,0,0,0,0,0,4,0,1,0,0,2,0,0,9469,0,0,0,0,3047,0,0,11,2,1,3,17,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,2,1,0,0,0,0,1,0,7,0,0,0,0,18,9,0,0,0,0,2,0,3,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1281,1,0,0,17,0,0,0,0,0,0,0,0,1,0,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,4,0,0,1,0,41,1,0,0,0,0,0,0,11829,0,1,0,0,0,0,0,0,9,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,7,0,6,0,33,0,4,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,227,0,0
"97","B1821","LOS2-middle disease",0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,0,1075,0,0,0,0,0,0,3,0,1,0,0,0,0,0,285,0,0,0,0,5,0,0,3,0,1,4,25,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,1,0,0,1,0,6,0,5,0,0,0,0,0,1,6,0,4,0,0,0,0,0,1,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2344,1,0,0,15,0,1,0,0,0,0,0,0,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,1,0,36,5,0,0,0,1,0,0,23725,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1,0,3,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,210,1,0
"98","B1828","LOS2-middle disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,6,0,0,0,0,0,0,8,0,3,0,0,0,0,0,304,0,0,0,0,3,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,13,160,4,0,0,0,1,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,57,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2804,0,0,0,16,0,0,0,0,0,0,0,0,0,0,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,7,0,0,4,0,43,6,0,1,1,2,0,0,24038,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,1,4,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
"99","B1834","LOS2-late disease",0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,319,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5502,0,21,0,0,2,434,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,1,0,75,1,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,8,1,0,0,0,16,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,20,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,15,0,1935,760,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,14,5,0,1,0,1,1,0,16659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,4,0,1,0,0,87,0,0,0,1,0,0,0,1,0,17,0,0,0,0,0,0,1,4,0,2
"100","B1841","LOS2-late disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,51,0,0,0,0,1243,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17908,0,1,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,4,0,0,212,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,3,13,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,3178,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,7,0,404,43,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,10,3,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,7,0,0,0,0,0,0,0,4,0,1,0,0,885,0,0,0,0,0,1,1,2,0,4,0,0,0,0,0,0,0,5,0,0
"101","B1849","LOS2-post disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11086,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,953,19,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8781,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,2139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"102","B1853","LOS2-post disease",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,78,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,417,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,849,0,0,0,4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11855,0,1,0,5,0,0,0,0,0,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
